Time,Order ID,Order Status,Last Name,First Name,Birthday,E-Mail,Delivery Adress,Invoice Adress,Payment Method,Product ID,Product Name,Brand,Product Category,sell price,buy price,quantity,line item price,margin
2021-10-16 06:15:30,ID141275001909630,created,Ulrich,Blagovesta,2000-03-14,Blagovesta.Ulrich@yahoo.com,"Schulerweg 85, 4813 Uerkheim, Schweiz","Schulerweg 85, 4813 Uerkheim, Schweiz",invoice,P110017,,Levi's,Sweaters,69,55,4,276,20.29%
2021-10-16 05:58:01,ID142771697730497,delivered,Walser,Avshalom,1969-10-12,Avshalom.Walser@gmail.us,"230 ST NB ENTRANCE I-87 42, 10026 New York City, USA","230 ST NB ENTRANCE I-87 42, 10026 New York City, USA",invoice,P110024,,Pepe Jeans,Shirts,45,45,8,360,0.00%
2021-10-16 05:56:36,ID503888212619362,delivered,Röthlisberger,Cayetana,1974-01-26,Cayetana.Röthlisberger@gmail.ch,"DENNIS P OBERG MEMORIAL WAY 33, 12865 Salem, USA","DENNIS P OBERG MEMORIAL WAY 33, 12865 Salem, USA",invoice,P110033,"Blazer, black",Levi's,Jackets,119,100,2,238,15.97%
2021-10-16 05:54:23,ID148291280140891,paid,Achermann,Nexhat,1946-04-05,Nexhat.Achermann@yahoo.com,"SOUTHBOUND EXIT 4 WEST 7, 13485 West Edmeston, USA","SOUTHBOUND EXIT 4 WEST 7, 13485 West Edmeston, USA",credit card,P110036,,Levi's,Jackets,119,100,5,595,15.97%
2021-10-16 05:47:38,ID148291280140891,created,Achermann,Nexhat,1946-04-05,Nexhat.Achermann@yahoo.com,"SOUTHBOUND EXIT 4 WEST 7, 13485 West Edmeston, USA","SOUTHBOUND EXIT 4 WEST 7, 13485 West Edmeston, USA",credit card,P110036,,Levi's,Jackets,119,100,5,595,15.97%
2021-10-16 05:39:16,ID089252456381247,delivered,Sieber,Shaikha,1956-06-27,Shaikha.Sieber@hispeed.ch,"S BRONX EXPWY ET 9 SB 95, 13082 Kirkville, USA","S BRONX EXPWY ET 9 SB 95, 13082 Kirkville, USA",credit card,P110032,,Diesel,Jackets,199,180,9,1791,9.55%
2021-10-16 05:26:39,ID194213656913001,delivered,Gasser,Lenora,1971-10-21,Lenora.Gasser@gmail.com,"EXIT 17 WESTBOUND 53, 12528 Highland, USA","EXIT 17 WESTBOUND 53, 12528 Highland, USA",invoice,P110046,,Diesel,Dresses,99,80,1,99,19.19%
2021-10-16 05:14:27,ID359913583832391,delivered,Liechti,Liudmila,1958-01-09,Liudmila.Liechti@yahoo.com,"Vulkanplatz 90, 4024 Basel, Schweiz","Vulkanplatz 90, 4024 Basel, Schweiz",credit card,P110022,,Pepe Jeans,Shirts,49,45,6,294,8.16%
2021-10-16 05:03:11,ID718688758184991,delivered,Miller,Platini,1961-04-29,Platini.Miller@gmail.com,"Berninaplatz 9, 1773 Léchelles, Schweiz","Berninaplatz 9, 1773 Léchelles, Schweiz",credit card,P110008,,Diesel,Jeans,115,105,6,690,8.70%
2021-10-16 05:00:23,ID834592628655040,delivered,Fuchs,Cinja,1942-08-27,Cinja.Fuchs@gmail.com,"NB ENTRANCE BKLYN BTRY TNNL 46, 11424 Jamaica, USA","NB ENTRANCE BKLYN BTRY TNNL 46, 11424 Jamaica, USA",invoice,P110005,,Levi's,Jeans,149,130,5,745,12.75%
2021-10-16 04:58:37,ID342300432063315,delivered,Koch,Hadish,1956-02-02,Hadish.Koch@bluewin.ch,"Talacker 99, 7307 Jenins, Schweiz","Talacker 99, 7307 Jenins, Schweiz",invoice,P110048,"Abendkleid, dunkelblau",Diesel,Dresses,149,120,5,745,19.46%
2021-10-16 04:58:19,ID640007942363843,canceled,Egger,Thedy,1984-11-10,Thedy.Egger@bluewin.ch,"197 PLGD 95, 13807 Milford, USA","197 PLGD 95, 13807 Milford, USA",invoice,P110038,"jeans jacket, light blue",Pepe Jeans,Jackets,129,120,9,1161,6.98%
2021-10-16 04:56:27,ID285563049678162,paid,Ferrari,Eckhardt,1941-09-08,Eckhardt.Ferrari@gmail.de,"NEE STREET 34, 12859 Porter Corners, USA","NEE STREET 34, 12859 Porter Corners, USA",credit card,P110015,,Diesel,Sweaters,59,50,1,59,15.25%
2021-10-16 04:51:22,ID732567276303811,delivered,Liechti,Zulmira,1981-07-28,Zulmira.Liechti@gmail.com,"ST PEDESTRIAN OVERPASS 42, 11731 East Northport, USA","ST PEDESTRIAN OVERPASS 42, 11731 East Northport, USA",invoice,P110051,"Summer dress, yellow",Levi's,Dresses,99,95,6,594,4.04%
2021-10-16 04:47:58,ID944263990888935,canceled,Sonderegger,Susil,1996-01-12,Susil.Sonderegger@gmail.com,"LASS 2 PROJECTS BLDG 3 76, 12859 Porter Corners, USA","LASS 2 PROJECTS BLDG 3 76, 12859 Porter Corners, USA",credit card,P110022,,Pepe Jeans,Shirts,49,45,3,147,8.16%
2021-10-16 04:38:14,ID285563049678162,created,Ferrari,Eckhardt,1941-09-08,Eckhardt.Ferrari@gmail.de,"NEE STREET 34, 12859 Porter Corners, USA","NEE STREET 34, 12859 Porter Corners, USA",credit card,P110015,,Diesel,Sweaters,59,50,1,59,15.25%
2021-10-16 04:32:31,ID428091725312640,delivered,Jenni,Gwennaël,1946-07-22,Gwennaël.Jenni@hotmail.com,"S 49 36, 14141 Springville, USA","S 49 36, 14141 Springville, USA",invoice,P110023,"long sleeve blouse, animal print",Pepe Jeans,Shirts,49,45,8,392,8.16%
2021-10-16 04:22:46,ID921863536484245,delivered,Eugster,Nurhayati,1996-06-25,Nurhayati.Eugster@gmail.de,"SAMUEL MHOP I HOUSES 56, 11581 Valley Stream, USA","SAMUEL MHOP I HOUSES 56, 11581 Valley Stream, USA",invoice,P110027,,Diesel,Shirts,45,35,8,360,22.22%
2021-10-16 04:21:33,ID984350044322156,paid,Stähli,Rumana,1983-01-02,Rumana.Stähli@gmail.ch,"D H FLAKE BLVD SB ROADBED 84, 12789 Woodridge, USA","D H FLAKE BLVD SB ROADBED 84, 12789 Woodridge, USA",invoice,P110042,,Levi's,Dresses,99,85,3,297,14.14%
2021-10-16 03:50:33,ID329228987770816,delivered,Stöckli,Olof,1974-04-24,Olof.Stöckli@gmail.ch,"SKI BRIDGE SB ROADBED 82, 13337 Fly Creek, USA","SKI BRIDGE SB ROADBED 82, 13337 Fly Creek, USA",invoice,P110009,"Straight Cropped Fit, Bright",Pepe Jeans,Jeans,99,95,8,792,4.04%
2021-10-16 03:48:54,ID059889708000006,delivered,Ackermann,Eyenga,1962-10-10,Eyenga.Ackermann@gmail.com,"S 342 70, 14837 Dundee, USA","S 342 70, 14837 Dundee, USA",invoice,P110050,,Levi's,Dresses,99,95,9,891,4.04%
2021-10-16 03:48:20,ID724124730995524,delivered,Klein,Halise,1973-01-21,Halise.Klein@hotmail.com,"Buchlernstrasse 46, 6591 Cadenazzo CPR, Schweiz","Lindenhof 39, 5070 Frick, Schweiz",credit card,P110038,,Pepe Jeans,Jackets,129,120,4,516,6.98%
2021-10-16 03:47:13,ID745193181657089,paid,Minder,Mokhtar,1949-10-22,Mokhtar.Minder@gmail.ch,"Merkurplatz 55, 1470 Bollion, Schweiz","Merkurplatz 55, 1470 Bollion, Schweiz",invoice,P110051,,Levi's,Dresses,99,95,1,99,4.04%
2021-10-16 03:37:06,ID632206750556013,delivered,Sigrist,Rocchetta,1993-09-13,Rocchetta.Sigrist@hotmail.com,"Rosa-Bloch-Weg 57, 9411 Reute AR, Schweiz","Rosa-Bloch-Weg 57, 9411 Reute AR, Schweiz",invoice,P110048,"Abendkleid, dunkelblau",Diesel,Dresses,149,120,1,149,19.46%
2021-10-16 03:37:02,ID958435332778328,paid,Tanner,Oryna,1950-01-02,Oryna.Tanner@yahoo.com,"NY II HOUSES BUILDING 7 89, 13052 De Ruyter, USA","NY II HOUSES BUILDING 7 89, 13052 De Ruyter, USA",invoice,P110002,,Pepe Jeans,Jeans,119,109,8,952,8.40%
2021-10-16 03:36:06,ID483983359526683,delivered,Schlegel,Yourdanos,1969-04-03,Yourdanos.Schlegel@gmail.ch,"Stockerstrasse 4, 1405 Pomy, Schweiz","Stockerstrasse 4, 1405 Pomy, Schweiz",invoice,P110015,Rundhals Pullover grau,Diesel,Sweaters,59,50,2,118,15.25%
2021-10-16 03:32:14,ID448918149473151,paid,Steiner,Vianca,1940-06-16,Vianca.Steiner@hispeed.ch,"RAL PARK GREAT LAWN 44, 11967 Shirley, USA","RAL PARK GREAT LAWN 44, 11967 Shirley, USA",invoice,P110044,,Diesel,Dresses,99,80,6,594,19.19%
2021-10-16 03:28:59,ID027867173556836,canceled,Knecht,Sasithon,1946-08-08,Sasithon.Knecht@gmail.ch,"BOULEVARD SB ROADBED 8, 14619 Rochester, USA","BOULEVARD SB ROADBED 8, 14619 Rochester, USA",invoice,P110037,,Pepe Jeans,Jackets,129,120,8,1032,6.98%
2021-10-16 03:27:35,ID491793115175056,delivered,Brand,Jeyapalan,1980-03-25,Jeyapalan.Brand@gmail.com,"197 PLGD 73, 11021 Great Neck, USA","197 PLGD 73, 11021 Great Neck, USA",credit card,P110029,,Diesel,Shirts,69,63,1,69,8.70%
2021-10-16 03:21:32,ID721921668820437,delivered,Wiederkehr,Kayron,1958-08-13,Kayron.Wiederkehr@gmail.com,"KLIN HIGH SCHOOL FOR FINANCE 70, 11954 Montauk, USA","KLIN HIGH SCHOOL FOR FINANCE 70, 11954 Montauk, USA",credit card,P110044,,Diesel,Dresses,99,80,4,396,19.19%
2021-10-16 03:09:34,ID906080307147307,paid,Bianchi,Madelina,1947-03-07,Madelina.Bianchi@bluewin.ch,"95 SOUTHBOUND ROADBED 16, 14131 Ransomville, USA","95 SOUTHBOUND ROADBED 16, 14131 Ransomville, USA",invoice,P110010,,Pepe Jeans,Jeans,99,93,3,297,6.06%
2021-10-16 03:05:22,ID767553092202304,delivered,Minder,Ismaela,1973-09-18,Ismaela.Minder@gmail.ch,"Wasserwerkstrasse 28, 7130 Ilanz, Schweiz","Wasserwerkstrasse 28, 7130 Ilanz, Schweiz",invoice,P110017,,Levi's,Sweaters,69,55,2,138,20.29%
2021-10-16 02:48:19,ID986085598608213,delivered,Baumgartner,Catalin-Ionel,1940-11-10,Catalin-Ionel.Baumgartner@hispeed.ch,"Sigi-Feigel-Terrasse 53, 8301 Glattzentrum N.W., Schweiz","Sigi-Feigel-Terrasse 53, 8301 Glattzentrum N.W., Schweiz",credit card,P110036,,Levi's,Jackets,119,100,8,952,15.97%
2021-10-16 02:44:39,ID313901019690215,created,Willi,Arbiana,1979-09-27,Arbiana.Willi@bluewin.ch,"Horgenweg 3, 9604 Lütisburg, Schweiz","Horgenweg 3, 9604 Lütisburg, Schweiz",invoice,P110010,,Pepe Jeans,Jeans,99,93,1,99,6.06%
2021-10-16 02:38:12,ID988448727838452,paid,Maurer,Annerose,1980-11-21,Annerose.Maurer@hotmail.com,"INO WAY 93, 13601 Watertown, USA","INO WAY 93, 13601 Watertown, USA",invoice,P110051,,Levi's,Dresses,99,95,6,594,4.04%
2021-10-16 02:37:06,ID867808396668315,paid,Fontana,Sokhna,1958-06-04,Sokhna.Fontana@yahoo.com,"BROOK AVENUE 66, 14709 Angelica, USA","BROOK AVENUE 66, 14709 Angelica, USA",invoice,P110011,,Diesel,Sweaters,49,40,2,98,18.37%
2021-10-16 02:36:39,ID269738030370678,delivered,Affolter,Nuur,1989-08-13,Nuur.Affolter@hispeed.ch,"95 WESTBOUND 220 STREET EN 73, 12966 North Bangor, USA","RICK DOUGLASS BLVD HRD NB EN 71, 14092 Lewiston, USA",credit card,P110002,,Pepe Jeans,Jeans,119,109,8,952,8.40%
2021-10-16 02:32:39,ID149039818209276,paid,Ryser,Shinichi,1952-05-04,Shinichi.Ryser@gmail.us,"EUR PARK TRACK 37, 12072 Fultonville, USA","EUR PARK TRACK 37, 12072 Fultonville, USA",invoice,P110043,,Pepe Jeans,Dresses,89,80,2,178,10.11%
2021-10-16 02:23:42,ID727008407245050,paid,Hofstetter,Hyrishahe,1940-05-14,Hyrishahe.Hofstetter@gmail.com,"Tannenstrasse 26, 3215 Büchslen, Schweiz","Tannenstrasse 26, 3215 Büchslen, Schweiz",credit card,P110045,,Diesel,Dresses,99,80,6,594,19.19%
2021-10-16 02:23:32,ID998162734842238,paid,Duck,Elmo,1964-06-22,Elmo.Duck@gmail.ch,"STREET 2, 11209 Brooklyn, USA","STREET 2, 11209 Brooklyn, USA",credit card,P110014,,Diesel,Sweaters,59,50,8,472,15.25%
2021-10-16 02:22:52,ID171711221076186,paid,Steiger,Gwennan,1962-10-25,Gwennan.Steiger@gmail.com,"Mürtschenstrasse 50, 1724 Senèdes, Schweiz","Mürtschenstrasse 50, 1724 Senèdes, Schweiz",invoice,P110022,,Pepe Jeans,Shirts,49,45,1,49,8.16%
2021-10-16 02:20:15,ID727008407245050,created,Hofstetter,Hyrishahe,1940-05-14,Hyrishahe.Hofstetter@gmail.com,"Tannenstrasse 26, 3215 Büchslen, Schweiz","Tannenstrasse 26, 3215 Büchslen, Schweiz",credit card,P110045,,Diesel,Dresses,99,80,6,594,19.19%
2021-10-16 02:17:05,ID969154377055361,delivered,Hoffman,Enore,1991-11-19,Enore.Hoffman@gmail.com,"ST NB ENTRANCE MDE 73, 10566 Peekskill, USA","ST NB ENTRANCE MDE 73, 10566 Peekskill, USA",invoice,P110037,"jeans jacket, dark blue",Pepe Jeans,Jackets,129,120,8,1032,6.98%
2021-10-16 02:15:58,ID186013851029431,delivered,Stadelmann,Artemisa,1959-02-11,Artemisa.Stadelmann@bluewin.ch,"Hans-Behn-Eschenburg-Weg 50, 6805 Mezzovico, Schweiz","Hans-Behn-Eschenburg-Weg 50, 6805 Mezzovico, Schweiz",invoice,P110007,"Lauren Jeans Bootcut Fit, Schwarz",Diesel,Jeans,119,105,4,476,11.76%
2021-10-16 02:00:29,ID289233391144620,delivered,Küng,Makayla,1992-01-18,Makayla.Küng@gmail.us,"ENA BL EB ENTRANCE I 495 49, 14530 Perry, USA","ENA BL EB ENTRANCE I 495 49, 14530 Perry, USA",credit card,P110018,,Levi's,Sweaters,69,55,5,345,20.29%
2021-10-16 01:56:07,ID998162734842238,created,Duck,Elmo,1964-06-22,Elmo.Duck@gmail.ch,"STREET 2, 11209 Brooklyn, USA","STREET 2, 11209 Brooklyn, USA",credit card,P110014,,Diesel,Sweaters,59,50,8,472,15.25%
2021-10-16 01:51:01,ID452615263723064,canceled,Sutter,Philippo,2002-07-07,Philippo.Sutter@yahoo.com,"A CRUZ BOULEVARD OUTER WB RB 89, 14130 Pike, USA","A CRUZ BOULEVARD OUTER WB RB 89, 14130 Pike, USA",credit card,P110023,,Pepe Jeans,Shirts,49,45,3,147,8.16%
2021-10-16 01:49:33,ID022374511295011,delivered,Keller,Dalina,1943-04-09,Dalina.Keller@hispeed.ch,"BBONS JR WAY 30, 11425 Jamaica, USA","BBONS JR WAY 30, 11425 Jamaica, USA",invoice,P110044,,Diesel,Dresses,99,80,9,891,19.19%
2021-10-16 01:44:38,ID498515028572518,delivered,Garcia,Aissa,1959-11-11,Aissa.Garcia@bluewin.ch,"DRIVE VIADUCT EB ROADBED 51, 12139 Piseco, USA","DRIVE VIADUCT EB ROADBED 51, 12139 Piseco, USA",credit card,P110008,,Diesel,Jeans,115,105,8,920,8.70%
2021-10-16 01:43:45,ID252818987671302,canceled,Graber,Bjoern,1995-08-25,Bjoern.Graber@gmail.ch,"RDHAM ROAD SB ENTRANCE I-87 23, 11739 Great River, USA","RDHAM ROAD SB ENTRANCE I-87 23, 11739 Great River, USA",credit card,P110003,,Levi's,Jeans,149,130,9,1341,12.75%
2021-10-16 01:43:18,ID977084950982519,paid,Schlegel,Samine,1952-02-03,Samine.Schlegel@gmail.us,"ING LANE 20, 11958 Peconic, USA","ING LANE 20, 11958 Peconic, USA",credit card,P110044,,Diesel,Dresses,99,80,6,594,19.19%
2021-10-16 01:37:40,ID252818987671302,created,Graber,Bjoern,1995-08-25,Bjoern.Graber@gmail.ch,"RDHAM ROAD SB ENTRANCE I-87 23, 11739 Great River, USA","RDHAM ROAD SB ENTRANCE I-87 23, 11739 Great River, USA",credit card,P110003,,Levi's,Jeans,149,130,9,1341,12.75%
2021-10-16 01:27:45,ID210506561322124,delivered,Jäger,Chhay,1997-01-13,Chhay.Jäger@bluewin.ch,"Rebeggweg 47, 1421 Fontaines-Grandson, Schweiz","Rebeggweg 47, 1421 Fontaines-Grandson, Schweiz",invoice,P110012,Rundhals Pullover schwarz,Diesel,Sweaters,59,50,6,354,15.25%
2021-10-16 01:27:32,ID129115798807406,delivered,Isler,Kings,1966-05-05,Kings.Isler@hotmail.com,"K BUILDING 72 78, 13628 Deferiet, USA","K BUILDING 72 78, 13628 Deferiet, USA",credit card,P110014,,Diesel,Sweaters,59,50,1,59,15.25%
2021-10-16 01:07:58,ID133478366055115,paid,Stalder,Anna-Martina,1977-08-03,Anna-Martina.Stalder@bluewin.ch,"J GOMEZ PLACE 16, 14718 Cassadaga, USA","J GOMEZ PLACE 16, 14718 Cassadaga, USA",credit card,P110006,,Diesel,Jeans,99,90,5,495,9.09%
2021-10-16 01:06:14,ID744003020532240,delivered,Ackermann,Anna-Rosa,1947-07-22,Anna-Rosa.Ackermann@gmail.com,"AMIN KEEFE CLARK WAY 79, 10985 Thompson Ridge, USA","AMIN KEEFE CLARK WAY 79, 10985 Thompson Ridge, USA",invoice,P110036,"Balzer, grey",Levi's,Jackets,119,100,1,119,15.97%
2021-10-16 01:04:00,ID227782191611405,delivered,Bieri,Marouf,1984-08-04,Marouf.Bieri@gmail.com,"ER M MCGIVNEY WAY 18, 12577 Salisbury Mills, USA","ER M MCGIVNEY WAY 18, 12577 Salisbury Mills, USA",credit card,P110014,,Diesel,Sweaters,59,50,4,236,15.25%
2021-10-16 01:02:36,ID206108300604636,paid,Wüthrich,Angelino,1957-07-01,Angelino.Wüthrich@gmail.ch,"TON WHARF 42, 11935 Cutchogue, USA","TON WHARF 42, 11935 Cutchogue, USA",invoice,P110042,,Levi's,Dresses,99,85,7,693,14.14%
2021-10-16 01:02:26,ID830399342452331,paid,Benz,Nanouk,1997-04-19,Nanouk.Benz@hotmail.com,"Winzerstrasse 41, 8835 Feusisberg, Schweiz","Winzerstrasse 41, 8835 Feusisberg, Schweiz",credit card,P110023,,Pepe Jeans,Shirts,49,45,7,343,8.16%
2021-10-16 00:59:00,ID775494083064986,delivered,Röthlisberger,Hansruedy,1961-08-05,Hansruedy.Röthlisberger@yahoo.com,"Sustenstrasse 35, 7741 S. Carlo GR, Schweiz","Sustenstrasse 35, 7741 S. Carlo GR, Schweiz",credit card,P110041,,Levi's,Dresses,99,85,2,198,14.14%
2021-10-16 00:55:52,ID977084950982519,created,Schlegel,Samine,1952-02-03,Samine.Schlegel@gmail.us,"ING LANE 20, 11958 Peconic, USA","ING LANE 20, 11958 Peconic, USA",credit card,P110044,,Diesel,Dresses,99,80,6,594,19.19%
2021-10-16 00:50:06,ID830399342452331,created,Benz,Nanouk,1997-04-19,Nanouk.Benz@hotmail.com,"Winzerstrasse 41, 8835 Feusisberg, Schweiz","Winzerstrasse 41, 8835 Feusisberg, Schweiz",credit card,P110023,,Pepe Jeans,Shirts,49,45,7,343,8.16%
2021-10-16 00:38:01,ID325206284110964,delivered,Amstutz,Mhd,1990-01-18,Mhd.Amstutz@gmail.us,"Ziegeleiweg 52, 1996 Fey (Nendaz), Schweiz","Ziegeleiweg 52, 1996 Fey (Nendaz), Schweiz",invoice,P110005,,Levi's,Jeans,149,130,1,149,12.75%
2021-10-16 00:35:45,ID625508278485174,delivered,Ziegler,Irakli,1952-04-14,Irakli.Ziegler@gmail.com,"SECAKE CORNER 89, 12139 Piseco, USA","SECAKE CORNER 89, 12139 Piseco, USA",invoice,P110027,"Blouse, dark red",Diesel,Shirts,45,35,3,135,22.22%
2021-10-16 00:34:12,ID436769084835151,paid,Schmid,Memnune,1998-03-17,Memnune.Schmid@gmail.com,"Frankentalerstrasse 69, 6746 Lavorgo, Schweiz","Frankentalerstrasse 69, 6746 Lavorgo, Schweiz",invoice,P110007,,Diesel,Jeans,119,105,6,714,11.76%
2021-10-16 00:26:11,ID309340126622397,canceled,Mettler,Cléanne,1978-09-23,Cléanne.Mettler@gmail.us,"64 3, 12950 Lewis, USA","64 3, 12950 Lewis, USA",invoice,P110015,,Diesel,Sweaters,59,50,4,236,15.25%
2021-10-16 00:22:55,ID133478366055115,created,Stalder,Anna-Martina,1977-08-03,Anna-Martina.Stalder@bluewin.ch,"J GOMEZ PLACE 16, 14718 Cassadaga, USA","J GOMEZ PLACE 16, 14718 Cassadaga, USA",credit card,P110006,,Diesel,Jeans,99,90,5,495,9.09%
2021-10-16 00:16:27,ID779737133686279,delivered,Schnyder,Anoar,1965-02-21,Anoar.Schnyder@gmail.de,"WADSWORTH BATTERY WEED 54, 13156 Sterling, USA","WADSWORTH BATTERY WEED 54, 13156 Sterling, USA",credit card,P110011,,Diesel,Sweaters,49,40,1,49,18.37%
2021-10-16 00:13:19,ID068642165464925,paid,Tschanz,Todd,1949-07-09,Todd.Tschanz@gmail.com,"INS WAY 36, 14807 Arkport, USA","INS WAY 36, 14807 Arkport, USA",invoice,P110009,,Pepe Jeans,Jeans,99,95,6,594,4.04%
2021-10-16 00:12:24,ID707764839132112,paid,Sommer,Mikula,1951-03-27,Mikula.Sommer@gmail.com,"Simmlersteig 33, 4574 Nennigkofen, Schweiz","Simmlersteig 33, 4574 Nennigkofen, Schweiz",credit card,P110015,,Diesel,Sweaters,59,50,9,531,15.25%
2021-10-16 00:04:24,ID787599551371056,paid,Germann,Diturim,1941-03-04,Diturim.Germann@gmail.com,"ONER STREET 39, 14028 Burt, USA","BORO PROJECTS BUILDING 28 80, 13754 Deposit, USA",invoice,P110033,,Levi's,Jackets,119,100,1,119,15.97%
2021-10-15 23:58:44,ID887548173906987,paid,Schnyder,Mariatu,1954-08-19,Mariatu.Schnyder@gmail.com,"PCT STATIONHOUSE 97, 13340 Frankfort, USA","PCT STATIONHOUSE 97, 13340 Frankfort, USA",invoice,P110030,,Diesel,Shirts,69,63,3,207,8.70%
2021-10-15 23:29:32,ID125809646502446,delivered,Odermatt,Gisèle,1959-04-25,Gisèle.Odermatt@hispeed.ch,"Europabrücke 79, 6976 Castagnola, Schweiz","Europabrücke 79, 6976 Castagnola, Schweiz",credit card,P110028,,Diesel,Shirts,59,50,5,295,15.25%
2021-10-15 23:14:47,ID876793184259240,delivered,Germann,Mamerto,1941-09-26,Mamerto.Germann@bluewin.ch,"BATTALION PLGD 55, 12928 Crown Point, USA","BATTALION PLGD 55, 12928 Crown Point, USA",credit card,P110038,,Pepe Jeans,Jackets,129,120,6,774,6.98%
2021-10-15 23:14:25,ID707764839132112,created,Sommer,Mikula,1951-03-27,Mikula.Sommer@gmail.com,"Simmlersteig 33, 4574 Nennigkofen, Schweiz","Simmlersteig 33, 4574 Nennigkofen, Schweiz",credit card,P110015,,Diesel,Sweaters,59,50,9,531,15.25%
2021-10-15 23:10:56,ID871890610369810,paid,Pittet,Mirana,1997-02-04,Mirana.Pittet@gmail.com,"HONORS COLLEGE 33, 14736 Findley Lake, USA","HONORS COLLEGE 33, 14736 Findley Lake, USA",invoice,P110044,"longskirt, light blue",Diesel,Dresses,99,80,5,495,19.19%
2021-10-15 23:06:56,ID478339012934825,delivered,Wolf,Jiadong,1958-05-20,Jiadong.Wolf@gmail.us,"BOULEVARD 23, 10154 New York City, USA","BOULEVARD 23, 10154 New York City, USA",invoice,P110005,,Levi's,Jeans,149,130,5,745,12.75%
2021-10-15 22:59:03,ID089578857264640,delivered,Hug,Luta,1955-11-28,Luta.Hug@gmail.de,"EXIT 1 EW SOUTHBOUND 79, 14536 Portageville, USA","EXIT 1 EW SOUTHBOUND 79, 14536 Portageville, USA",credit card,P110003,,Levi's,Jeans,149,130,1,149,12.75%
2021-10-15 22:46:04,ID488154061307421,delivered,Leu,Delmino,1949-06-29,Delmino.Leu@gmail.com,"D STREET FDR DRIVE SB EN 79, 13143 Red Creek, USA","D STREET FDR DRIVE SB EN 79, 13143 Red Creek, USA",credit card,P110026,,Diesel,Shirts,45,35,8,360,22.22%
2021-10-15 22:39:04,ID391792364643083,delivered,Wirth,Lévon,2001-05-15,Lévon.Wirth@gmail.com,"Wachtelstrasse 47, 6914 Carona, Schweiz","Wachtelstrasse 47, 6914 Carona, Schweiz",invoice,P110011,,Diesel,Sweaters,49,40,4,196,18.37%
2021-10-15 22:33:24,ID820077922386216,delivered,Beck,Zihreta,1961-08-06,Zihreta.Beck@gmail.us,"Dammweg 6, 3116 Noflen BE, Schweiz","Dammweg 6, 3116 Noflen BE, Schweiz",credit card,P110038,,Pepe Jeans,Jackets,129,120,8,1032,6.98%
2021-10-15 22:20:36,ID453671540237916,delivered,Müller,Celâl,1974-01-24,Celâl.Müller@yahoo.com,"ON AVENUE 82, 13684 Russell, USA","ON AVENUE 82, 13684 Russell, USA",credit card,P110020,,Pepe Jeans,Sweaters,79,75,4,316,5.06%
2021-10-15 22:07:38,ID231237589204913,delivered,Müller,Ba,1941-11-19,Ba.Müller@gmail.de,"Bergwiesen 10, 6277 Lieli, Schweiz","Bergwiesen 10, 6277 Lieli, Schweiz",credit card,P110049,,Diesel,Dresses,149,120,2,298,19.46%
2021-10-15 22:02:39,ID580547039574611,canceled,Hofer,Kadrus,1956-09-04,Kadrus.Hofer@hispeed.ch,"Letziweg 16, 3963 Aminona, Schweiz","Letziweg 16, 3963 Aminona, Schweiz",credit card,P110044,,Diesel,Dresses,99,80,9,891,19.19%
2021-10-15 21:42:33,ID626908718394192,canceled,Hutter,Maélya,1976-03-13,Maélya.Hutter@gmail.ch,"Y AV GREENE AV SITE A BLDG-2 69, 12975 Port Kent, USA","Y AV GREENE AV SITE A BLDG-2 69, 12975 Port Kent, USA",credit card,P110025,,Diesel,Shirts,45,35,9,405,22.22%
2021-10-15 21:37:46,ID004194421259058,delivered,Stettler,Donia,1950-07-23,Donia.Stettler@gmail.com,"Riedenhaldenstrasse 53, 6963 Cureggia, Schweiz","Riedenhaldenstrasse 53, 6963 Cureggia, Schweiz",credit card,P110041,,Levi's,Dresses,99,85,7,693,14.14%
2021-10-15 21:34:46,ID189418105747778,delivered,Staub,Wolf-Christian,1975-09-13,Wolf-Christian.Staub@gmail.com,"CCODATO WAY 85, 14830 Corning, USA","CCODATO WAY 85, 14830 Corning, USA",invoice,P110051,,Levi's,Dresses,99,95,7,693,4.04%
2021-10-15 21:33:16,ID834457093264545,paid,Wicki,Naya,1942-03-19,Naya.Wicki@bluewin.ch,"TT CLINTON PROJECTS 93, 14897 Whitesville, USA","TT CLINTON PROJECTS 93, 14897 Whitesville, USA",invoice,P110046,,Diesel,Dresses,99,80,7,693,19.19%
2021-10-15 21:26:00,ID935910244072771,paid,Birrer,Kamalathas,1976-02-16,Kamalathas.Birrer@gmail.us,"Krönleinstrasse 91, 8264 Eschenz, Schweiz","Krönleinstrasse 91, 8264 Eschenz, Schweiz",invoice,P110004,,Levi's,Jeans,145,130,8,1160,10.34%
2021-10-15 21:12:30,ID694492674454585,created,Knecht,Shtefan,1970-08-11,Shtefan.Knecht@hotmail.com,"Albisstrasse 79, 6434 Illgau, Schweiz","Albisstrasse 79, 6434 Illgau, Schweiz",invoice,P110026,,Diesel,Shirts,45,35,2,90,22.22%
2021-10-15 21:06:09,ID126375727980402,delivered,Zürcher,Atije,1970-01-24,Atije.Zürcher@gmail.com,"STREET BR UPPER EB ROADBED 99, 14591 Wyoming, USA","STREET BR UPPER EB ROADBED 99, 14591 Wyoming, USA",invoice,P110034,"Blazer, dark blue",Levi's,Jackets,119,100,5,595,15.97%
